name,num_handles,num_threads,nice,memory_percent,cpu_percent,pid,read_count,write_count,read_bytes,write_bytes,cpu_times_user,cpu_times_system,voluntary_ctx_switches,involuntary_ctx_switches,memory_rss,memory_vms,label
ShellExperienceHost.exe,704,18,32.0,0.6609802306778564,0.0,12536,87,0,836659,0,4.5625,5.5,61852,0,54.14453125,13.25390625,benign
python.exe,143,9,32.0,0.8382303221163956,0.0,12564,933,0,13632385,0,2.6875,19.515625,37761,0,68.6640625,149.6953125,benign
svchost.exe,163,4,,0.1499735102432622,0.0,13020,419,1,767684,244352,0.171875,0.28125,153,0,12.28515625,3.55078125,benign
System,3165,133,,0.001764394238156,0.0,4,285,2206,895920,84257357,0.0,1604.28125,3308681,0,0.14453125,0.1953125,benign
Registry,0,4,,0.8826739823856231,0.0,108,485,2184,28171776,63365120,0.0,2.953125,4799,0,72.3046875,4.00390625,benign
smss.exe,53,2,,0.0129229956362238,0.0,352,22,32,13220,7486,0.0,0.234375,853,0,1.05859375,1.05859375,benign
svchost.exe,218,1,,0.1167361377028636,0.0,376,0,0,0,0,0.09375,0.25,32,0,9.5625,2.25390625,benign
csrss.exe,461,10,,0.061610739343178,0.0,456,220,0,170059,0,0.109375,0.765625,9278,0,5.046875,1.703125,benign
wininit.exe,165,1,,0.0809237033013723,0.0,532,2,0,9732,0,0.015625,0.125,231,0,6.62890625,1.359375,benign
csrss.exe,642,12,,0.0674284716960168,0.0,540,99853,0,2690496,0,1.21875,87.0625,1597986,0,5.5234375,1.88671875,benign
winlogon.exe,286,5,,0.1301836829774582,0.0,604,4,1,9988,160,0.09375,0.640625,667,0,10.6640625,3.6875,benign
services.exe,595,6,,0.1059113406201225,0.0,672,27,1,124532,160,0.921875,2.34375,1457,0,8.67578125,4.33203125,benign
lsass.exe,1397,7,,0.2312310178599614,0.0,696,1067,692,88626,118661,1.625,2.125,16501,0,18.94140625,7.48046875,benign
dwm.exe,956,22,,1.0534864191714308,0.0,720,2,0,109516,0,323.1875,283.203125,1247796,0,86.296875,46.1953125,benign
svchost.exe,1380,14,,0.3908848532477014,0.0,820,136,4,264704,77824,2.796875,8.984375,25985,0,32.01953125,11.57421875,benign
fontdrvhost.exe,50,5,,0.0392458502162813,0.0,840,0,0,0,0,0.0,0.09375,1710,0,3.21484375,1.45703125,benign
fontdrvhost.exe,50,5,,0.0498322156452175,0.0,848,0,0,0,0,0.03125,0.140625,4796,0,4.08203125,1.6875,benign
svchost.exe,1197,11,,0.1868827302522559,0.0,944,18,0,9216,0,8.625,10.03125,22108,0,15.30859375,8.28125,benign
svchost.exe,270,6,,0.0899841061459573,0.0,992,0,0,0,0,0.28125,0.265625,404,0,7.37109375,2.31640625,benign
svchost.exe,180,4,,0.1338078441152922,0.0,1056,0,0,0,0,0.609375,1.078125,104,0,10.9609375,2.484375,benign
svchost.exe,228,2,,0.1294683880160436,0.0,1076,0,0,0,0,0.046875,0.203125,57,0,10.60546875,2.34375,benign
svchost.exe,406,7,,0.1932250122434654,0.0,1164,1375,961,73759696,18546640,0.625,1.078125,2923,0,15.828125,15.38671875,benign
svchost.exe,398,7,,0.1800635849534367,0.0,1172,1,242,6,4275086,0.484375,1.59375,2195,0,14.75,5.984375,benign
svchost.exe,414,11,,0.1700494554936322,0.0,1232,0,0,0,0,1.171875,1.625,17793,0,13.9296875,3.3984375,benign
svchost.exe,171,2,,0.072435536425919,0.0,1276,0,0,0,0,0.265625,0.59375,8136,0,5.93359375,1.5078125,benign
svchost.exe,244,2,,0.1577940684880619,0.0,1300,192,0,4601344,0,0.0625,0.1875,118,0,12.92578125,3.15234375,benign
svchost.exe,148,3,,0.0989968226597814,0.0,1428,0,0,0,0,0.1875,0.21875,111,0,8.109375,4.2578125,benign
svchost.exe,254,7,,0.1229830470325511,0.0,1448,0,0,0,0,0.671875,1.359375,1825,0,10.07421875,2.74609375,benign
svchost.exe,170,4,,0.0895549291691086,0.0,1492,34,0,714,0,0.0625,0.109375,193,0,7.3359375,1.87890625,benign
svchost.exe,243,3,,0.0709572601723288,0.0,1500,0,0,0,0,0.03125,0.109375,1138,0,5.8125,1.328125,benign
svchost.exe,242,6,,1.0926368967261904,0.0,1508,66,287,51475991,18802713,31.765625,32.59375,77524,0,89.50390625,84.65234375,benign
svchost.exe,265,2,,0.1427251879675942,0.0,1540,0,0,0,0,0.078125,0.078125,62,0,11.69140625,2.0859375,benign
msedgewebview2.exe,188,12,32.0,0.2222659876768984,0.0,1568,379,695,16430375,24406660,0.359375,0.25,2151,0,18.20703125,9.57421875,benign
svchost.exe,234,5,,0.0889826931999769,0.0,1612,0,0,0,0,0.1875,0.375,265,0,7.2890625,2.11328125,benign
svchost.exe,127,1,,0.0824973522164845,0.0,1620,0,0,0,0,0.0,0.078125,49,0,6.7578125,1.40625,benign
MemCompression,0,86,,2.949018066920136,0.0,1632,0,0,0,0,0.0,17.234375,105829,0,241.5703125,0.84375,benign
python.exe,158,1,32.0,0.1571741461881693,0.0,1640,64,0,7188108,0,0.09375,0.046875,104,0,12.875,4.5859375,benign
svchost.exe,130,2,,0.094132816922162,0.0,1744,1,0,10477,0,0.0625,0.078125,107,0,7.7109375,1.6015625,benign
svchost.exe,178,2,,0.0991398816520643,0.0,1764,288,0,5792,0,0.09375,0.078125,328,0,8.12109375,1.81640625,benign
msedge.exe,335,18,64.0,1.990713563947608,0.0,1788,6341,9004,3845320,20930583,8.234375,3.71875,51380,0,163.0703125,86.84375,benign
svchost.exe,393,5,,0.1368120829532335,0.0,1812,2,2,232,320,0.390625,1.953125,710,0,11.20703125,4.140625,benign
svchost.exe,187,2,,0.0930360313146596,0.0,1848,0,0,0,0,0.046875,0.25,196,0,7.62109375,1.73828125,benign
svchost.exe,174,5,,0.1007612168979374,0.0,1876,0,0,0,0,0.625,0.484375,2438,0,8.25390625,2.11328125,benign
Discord.exe,196,7,32.0,0.3911709712322672,0.0,1904,11,10,6047,120,0.03125,0.046875,130,0,32.04296875,10.34375,benign
svchost.exe,629,7,,0.1205987304945025,0.0,2012,0,0,0,0,0.84375,0.921875,425,0,9.87890625,3.23828125,benign
RuntimeBroker.exe,326,1,32.0,0.3411956965947668,0.0,2020,12,2,147178,248,1.015625,1.625,173,0,27.94921875,6.3046875,benign
svchost.exe,306,9,,0.1009996485517422,0.0,2076,2,0,824,0,0.515625,1.234375,407,0,8.2734375,3.09375,benign
svchost.exe,214,3,,0.1226969290479853,0.0,2100,0,0,0,0,0.03125,0.078125,290,0,10.05078125,2.3125,benign
svchost.exe,364,4,,0.1099169924040443,0.0,2108,0,0,0,0,0.0625,0.3125,409,0,9.00390625,2.203125,benign
svchost.exe,300,9,32.0,0.2135393891476402,0.0,2132,150,2499,551151,5232587,0.609375,0.703125,263,0,17.4921875,5.19921875,benign
svchost.exe,220,3,,0.1589385404263253,0.0,2200,4,0,512,0,0.078125,0.078125,533,0,13.01953125,2.2578125,benign
svchost.exe,194,6,,0.2227428509845081,0.0,2256,105669,711,54069276,244496,1213.65625,4.671875,3072,0,18.24609375,9.9765625,benign
svchost.exe,173,2,,0.0891257521922598,0.0,2348,0,0,0,0,0.25,0.703125,57,0,7.30078125,1.8671875,benign
conhost.exe,109,5,32.0,0.07248322275668,0.0,2384,2,2,0,113,0.015625,0.03125,229,0,5.9375,1.2890625,benign
spoolsv.exe,438,7,,0.1526439447658768,0.0,2388,2,2,232,320,0.015625,0.265625,581,0,12.50390625,5.10546875,benign
svchost.exe,417,12,,0.2077216567948014,0.0,2444,1,2,116,32928,0.796875,3.328125,1431,0,17.015625,8.85546875,benign
svchost.exe,180,3,,0.0917961867148743,0.0,2520,152,109,9232,10844,0.078125,0.125,43,0,7.51953125,1.8515625,benign
svchost.exe,580,14,32.0,0.4519233566217477,0.0,2712,1341,9707,6228142,21717698,5.15625,2.734375,20714,0,37.01953125,9.62109375,benign
svchost.exe,320,2,,0.2385270264663904,0.0,2728,0,0,0,0,0.9375,1.265625,65,0,19.5390625,3.48828125,benign
svchost.exe,355,16,,0.4229777538498367,0.0,2732,275,816,81653640,4285092,1.84375,3.9375,7858,0,34.6484375,25.421875,benign
svchost.exe,274,7,,0.1568880282036034,0.0,2740,845,92,9259988,255050,0.28125,0.359375,1147,0,12.8515625,3.73046875,benign
svchost.exe,356,10,,0.1814941748762659,0.0,2752,12764,6333,104000824,52429744,3.109375,2.0,181,0,14.8671875,8.42578125,benign
svchost.exe,674,10,,0.4383327523548702,0.0,2768,249,559,19997991,1153488,4.3125,3.390625,23733,0,35.90625,20.53515625,benign
MpDefenderCoreService.exe,477,9,,0.2145884884243816,0.0,2780,286,10,1895209,20446,0.1875,0.5625,495,0,17.578125,8.359375,benign
svchost.exe,205,4,,0.1066266355815371,0.0,2804,519,349,34880,60276,0.046875,0.140625,725,0,8.734375,2.20703125,benign
svchost.exe,141,1,,0.0749152256254896,0.0,2840,0,0,0,0,0.03125,0.015625,37,0,6.13671875,1.55078125,benign
svchost.exe,136,3,,0.066999294719168,0.0,2872,1,0,512,0,0.0,0.03125,140,0,5.48828125,1.28125,benign
svchost.exe,366,5,,0.126893326154951,0.0,2908,1,1,116,160,0.203125,0.28125,397,0,10.39453125,2.8046875,benign
svchost.exe,409,7,,0.2648498810464479,0.0,2916,1048,33,3419662,66080,0.265625,0.46875,1687,0,21.6953125,4.94140625,benign
MsMpEng.exe,849,29,,2.988120858144134,0.0,2936,2447,1193,159748279,2595654,76.140625,34.5625,363397,0,244.7734375,333.625,benign
svchost.exe,114,4,,0.0641381148735096,0.0,2980,0,0,0,0,0.046875,0.234375,447,0,5.25390625,1.359375,benign
svchost.exe,384,11,,0.1480660570128233,0.0,3144,2,2,232,320,0.078125,0.15625,573,0,12.12890625,3.3359375,benign
Code.exe,219,7,32.0,0.3514005713776151,0.0,3204,40,9,9241,108,0.015625,0.078125,169,0,28.78515625,10.4609375,benign
sihost.exe,618,16,32.0,0.3490639411703274,0.0,3340,206,0,105472,0,3.390625,6.0,59993,0,28.59375,7.07421875,benign
powershell.exe,478,9,32.0,0.5478682541128268,0.0,3384,143,2,483772,120,4.4375,4.515625,43070,0,44.87890625,56.71484375,benign
msedge.exe,2114,68,32.0,2.717787049060174,0.0,3512,506001,468662,402423875,495811389,112.640625,1307.28125,1496564,0,222.62890625,116.125,benign
dllhost.exe,212,4,,0.1375273779146481,0.0,3532,43,65,3325952,1720320,0.078125,0.1875,316,0,11.265625,3.5,benign
SearchIndexer.exe,741,18,,0.5137248412879696,0.0,3816,4285,959,5385962,38486686,17.875,6.640625,48579,0,42.08203125,38.70703125,benign
svchost.exe,153,4,,0.1372889462608432,0.0,3868,1,0,5742,0,0.171875,0.125,1222,0,11.24609375,1.8515625,benign
svchost.exe,272,5,,0.2046220452953381,0.0,3968,0,0,0,0,0.125,0.34375,109,0,16.76171875,3.51171875,benign
svchost.exe,205,5,,0.0953726615219473,0.0,4000,0,0,0,0,0.0,0.046875,101,0,7.8125,1.87890625,benign
FileCoAuth.exe,200,3,32.0,0.3037142406166415,0.0,4132,9,122,216238,46134,0.046875,0.1875,200,0,24.87890625,11.26953125,benign
taskhostw.exe,311,8,32.0,0.2162098236702547,0.0,4136,76,927,5365985,24194665,0.390625,1.40625,3704,0,17.7109375,7.55859375,benign
svchost.exe,220,5,,0.137813495899214,0.0,4296,10,0,8870,0,0.5625,1.359375,66,0,11.2890625,2.90625,benign
svchost.exe,173,3,,0.0936082672837913,0.0,4384,264,0,5392,0,0.015625,0.015625,82,0,7.66796875,1.77734375,benign
svchost.exe,303,5,,0.1779177000691928,0.0,4436,11,4,4856,4202,0.0625,0.15625,114,0,14.57421875,3.85546875,benign
ctfmon.exe,474,12,128.0,0.2382885948125855,0.0,4484,0,0,0,0,3.171875,12.65625,196216,0,19.51953125,4.41015625,benign
explorer.exe,2885,68,32.0,2.081794455701068,0.0,4520,47204,596,24697001,1006575,29.609375,57.8125,570280,0,170.53125,88.6015625,benign
conhost.exe,114,5,32.0,0.0746767939716848,0.0,4880,420,1248,675,75211,3.40625,36.4375,1074815,0,6.1171875,1.30078125,benign
taskhostw.exe,129,2,32.0,0.0907470874381329,0.0,4900,0,0,0,0,0.015625,0.015625,41,0,7.43359375,1.38671875,benign
msedge.exe,276,14,32.0,0.2893129687268274,0.0,5020,33,29,11288,24048,0.140625,0.34375,2160,0,23.69921875,9.1484375,benign
AggregatorHost.exe,248,4,,0.0994736859673911,0.0,5024,215,0,101001803,0,0.984375,0.71875,199,0,8.1484375,2.44140625,benign
svchost.exe,401,3,,0.2395761257431318,0.0,5108,161,72,344876,126983,0.46875,0.546875,56,0,19.625,5.73046875,benign
svchost.exe,253,9,,0.1121582499498101,0.0,5152,1,0,63942,0,0.0625,0.21875,654,0,9.1875,4.37109375,benign
svchost.exe,287,4,32.0,0.2389085171124782,0.0,5352,2,0,2734,0,1.375,0.96875,14468,0,19.5703125,3.734375,benign
dllhost.exe,129,4,32.0,0.088839634207694,0.0,5376,1,0,8220,0,0.015625,0.046875,183,0,7.27734375,1.40625,benign
NisSrv.exe,206,3,,0.1315189002387654,0.0,5648,0,0,0,0,0.125,0.171875,725,0,10.7734375,4.1171875,benign
msedge.exe,292,11,32.0,0.2466813890265169,0.0,5716,119334,120196,509508,618584,20.84375,25.28125,85961,0,20.20703125,8.79296875,benign
svchost.exe,381,9,,0.2657559213309064,0.0,5928,5,2,103892,8192,0.234375,0.4375,149,0,21.76953125,5.65625,benign
OneDrive.Sync.Service.exe,500,16,16384.0,0.0121600143440482,0.0,5960,856,909,1100166,398020,0.484375,0.890625,1962,0,0.99609375,36.32421875,benign
SearchFilterHost.exe,151,5,,0.090556342115089,0.0,6036,0,0,0,0,0.015625,0.03125,59,0,7.41796875,1.53515625,benign
StartMenuExperienceHost.exe,614,7,32.0,0.6994630996019622,0.0,6124,85,746,281930,162946,1.03125,0.984375,4115,0,57.296875,20.0,benign
SearchProtocolHost.exe,272,7,64.0,0.0987583910059765,0.0,6232,0,0,0,0,0.015625,0.046875,155,0,8.08984375,1.81640625,benign
SearchApp.exe,1502,45,32.0,3.0878329757653296,0.0,6324,13508,4580,71118173,39773729,13.328125,8.359375,43583,0,252.94140625,173.3984375,benign
svchost.exe,566,6,32.0,0.3296556045506111,0.0,6456,931,2829,15422121,85246838,9.34375,8.96875,5834,0,27.00390625,8.5234375,benign
RuntimeBroker.exe,359,10,32.0,0.3236471268747284,0.0,6480,2450,6,902652,96,0.71875,1.234375,727,0,26.51171875,9.484375,benign
Code.exe,1073,56,32.0,1.4458972350034835,0.0,6496,150472,94759,121073014,103518318,62.59375,80.796875,1092770,0,118.44140625,116.77734375,benign
RuntimeBroker.exe,770,13,32.0,0.5476775087897829,0.0,6588,2435,4,1788076,568,1.59375,2.9375,7760,0,44.86328125,14.65234375,benign
Code.exe,488,15,32.0,4.004030448675917,0.0,6684,774028,490949,405215631,10790909416,833.71875,578.90625,4131229,0,327.9921875,309.484375,benign
svchost.exe,212,5,,0.0920346183686792,0.0,6736,1,0,4549,0,0.0625,0.3125,147,0,7.5390625,1.92578125,benign
msedge.exe,207,16,64.0,0.3530695929542492,0.0,6972,30,55,68136,9024,0.078125,0.046875,523,0,28.921875,15.58203125,benign
svchost.exe,151,1,,0.0932267766377035,0.0,6996,1,1,5677,4096,0.03125,0.15625,48,0,7.63671875,1.5234375,benign
powershell.exe,613,9,32.0,0.6524443774716422,0.0,7008,151,225,488603,3576,2.84375,2.421875,8406,0,53.4453125,57.4375,benign
Code.exe,346,16,32.0,0.5308442340311592,0.0,7124,1484,3379,2958977,573277,1.03125,1.28125,8909,0,43.484375,13.0859375,benign
msedge.exe,221,8,32.0,0.0877905349309525,0.0,7180,158,119,11708,1428,0.015625,0.09375,448,0,7.19140625,2.109375,benign
Code.exe,354,23,32.0,1.1155740218222188,0.0,7284,5413,2993,27548815,12833172,4.734375,2.90625,84585,0,91.3828125,88.9609375,benign
msedge.exe,352,20,32768.0,0.6426209933348815,0.0,7360,136351,127276,300201386,15112296,90.953125,72.3125,460803,0,52.640625,25.0234375,benign
msedge.exe,394,19,32.0,0.7033256923936011,0.0,7368,112834,215882,103379933,296717081,29.015625,88.59375,301636,0,57.61328125,32.7421875,benign
python.exe,144,8,32.0,2.873673664317797,0.0,7412,933,0,13632385,0,1.125,5.953125,11402,0,235.3984375,315.5078125,benign
msedge.exe,202,11,32.0,0.2272253660760396,0.0,7484,20493,47409,18181263,19896797,3.71875,4.578125,112607,0,18.61328125,10.515625,benign
msedge.exe,446,18,64.0,2.0002508300998025,0.0,7700,18366,26956,33841610,44405249,40.859375,14.46875,154058,0,163.8515625,118.4140625,benign
Code.exe,332,25,32.0,1.0429954264040169,0.0,7876,135,5071,1228959,22032528,7.84375,8.828125,250464,0,85.4375,86.07421875,benign
SecurityHealthSystray.exe,167,1,32.0,0.10872483413502,0.0,7884,1,0,5300,0,0.015625,0.140625,389,0,8.90625,1.6875,benign
SecurityHealthService.exe,396,6,,0.1826863331452902,0.0,8152,1,1,8480,4096,0.375,0.625,2193,0,14.96484375,4.71875,benign
TextInputHost.exe,550,10,32.0,0.451446493314138,0.0,8168,1,0,512,0,2.609375,3.65625,102113,0,36.98046875,8.96875,benign
OneDrive.exe,892,23,32.0,1.1375097339722666,0.0,8256,882,3158,5107420,1109870,1.5,2.265625,12250,0,93.1796875,51.0859375,benign
msedgewebview2.exe,787,21,64.0,3.5044684476239567,0.0,8292,41096,30439,48972700,252149273,85.484375,34.890625,311206,0,287.0703125,254.91796875,benign
svchost.exe,290,3,,0.1480660570128233,0.0,8336,3,0,10881,0,0.171875,0.1875,93,0,12.12890625,2.703125,benign
dllhost.exe,245,5,32.0,0.1374796915838871,0.0,8532,159,165,10120212,2355200,0.046875,0.21875,719,0,11.26171875,3.46875,benign
svchost.exe,263,5,,0.1489244109665208,0.0,8616,15,8,11638,36864,0.15625,0.40625,85,0,12.19921875,2.80078125,benign
msedge.exe,630,16,64.0,2.050035359414259,0.0,8728,5132,7601,7953478,11518661,6.234375,2.859375,43619,0,167.9296875,115.0625,benign
powershell.exe,1687,10,32.0,0.6958389384641283,0.0,8800,164,935,573826,13496,4.3125,4.640625,47249,0,57.0,63.2890625,benign
msedge.exe,242,17,64.0,0.5851589647679082,0.0,8804,186,312,840672,65552,0.140625,0.171875,1606,0,47.93359375,19.40625,benign
Code.exe,415,32,32.0,1.3027428700590404,0.0,8820,6834,10901,2454921,39715041,7.421875,11.1875,172170,0,106.71484375,133.83203125,benign
Discord.exe,323,17,32768.0,0.7147704117762347,0.0,8904,6325,5725,20090132,751584,2.84375,8.578125,25694,0,58.55078125,18.3515625,benign
Code.exe,365,24,32.0,1.79686862940425,0.0,8996,32170,51897,30602477,226028105,15.421875,11.421875,236483,0,147.19140625,184.42578125,benign
Discord.exe,1543,59,32.0,1.3761798194309398,0.0,9052,31341,23380,49461488,76933594,19.0625,42.015625,541729,0,112.73046875,116.703125,benign
svchost.exe,397,9,,0.2098198553482843,0.0,9072,51,14,3196769,2773544,1.6875,3.5,16755,0,17.1875,5.796875,benign
Code.exe,325,17,32768.0,1.1876757539328109,0.0,9088,601747,603912,10784631186,67766408,281.265625,1720.71875,5663860,0,97.2890625,121.16015625,benign
notepad.exe,242,1,32.0,0.1964199964044506,0.0,9096,1,0,60,0,1.453125,5.640625,58060,0,16.08984375,2.5703125,benign
svchost.exe,176,3,,0.0898887334844354,0.0,9168,3,2,6020,276,0.0,0.03125,44,0,7.36328125,1.62109375,benign
Discord.exe,348,15,32.0,0.6433362882962961,0.0,9220,8441,17913,15492356,5042745,2.484375,3.1875,22837,0,52.69921875,14.62890625,benign
msedgewebview2.exe,344,26,32768.0,0.6492017069798959,0.0,9340,29440,34917,229765776,4104536,15.140625,42.921875,154444,0,53.1796875,16.1171875,benign
SearchApp.exe,942,22,32.0,1.1925874460011912,0.0,9476,9020,5291,33133701,29488826,15.890625,11.6875,38938,0,97.69140625,71.31640625,benign
audiodg.exe,206,6,32.0,0.164899331771447,0.0,9544,1,0,8283,0,20.203125,35.140625,60175,0,13.5078125,7.5625,benign
python.exe,158,4,32.0,0.1581755591341497,0.0,9572,64,0,7188108,0,0.0625,0.109375,136,0,12.95703125,4.71875,benign
msedgewebview2.exe,367,21,32.0,0.4514941796448989,0.0,9768,6140,18390,6142935,20662307,2.6875,3.546875,25891,0,36.984375,14.10546875,benign
conhost.exe,114,5,32.0,0.0750582846177726,0.0,9992,84,191,94,5229,0.03125,0.078125,3154,0,6.1484375,1.32421875,benign
RuntimeBroker.exe,136,1,32.0,0.097804664390757,0.0,10044,1,0,4448,0,0.03125,0.109375,65,0,8.01171875,1.53515625,benign
Discord.exe,892,43,32.0,4.174318335823354,0.0,10088,23898,32939,152136740,49381895,65.515625,57.234375,719048,0,341.94140625,339.76953125,benign
WinStore.App.exe,530,12,32.0,0.0175485697200383,0.0,10104,2,0,1024,0,0.34375,1.234375,852,0,1.4375,14.91015625,benign
msedge.exe,461,17,64.0,1.684138143485308,0.0,10236,104773,107732,27065410,23051259,73.53125,38.4375,608291,0,137.95703125,90.6875,benign
msedgewebview2.exe,1143,53,32.0,1.2586330141051398,0.0,10340,18810,15723,24369053,22754945,3.3125,4.625,50904,0,103.1015625,40.66015625,benign
Discord.exe,303,9,32.0,0.969987654008966,0.0,10496,4546,9401,289164,710428,1.609375,1.84375,22981,0,79.45703125,11.59375,benign
msedgewebview2.exe,147,9,32.0,0.0825927248780064,0.0,10532,19,11,2096,132,0.0,0.015625,383,0,6.765625,2.078125,benign
msedge.exe,501,21,64.0,2.4477870442915406,0.0,10536,94056,351037,37941324,73823697,582.796875,159.765625,1494262,0,200.51171875,179.73828125,benign
python.exe,142,7,32.0,0.8306958818561617,0.0,10588,933,0,13632385,0,2.15625,12.03125,34351,0,68.046875,148.5703125,benign
conhost.exe,114,7,32.0,0.0763935018790798,0.0,10692,56,160,8419,4966,0.21875,1.609375,32810,0,6.2578125,1.32421875,benign
svchost.exe,224,8,,0.1216001434404829,0.0,11240,1,0,6025,0,0.1875,0.15625,341,0,9.9609375,3.01171875,benign
svchost.exe,120,3,,0.0734846357026604,0.0,11524,1,0,3070,0,0.015625,0.015625,52,0,6.01953125,1.265625,benign
RuntimeBroker.exe,338,9,32.0,0.2865471615426909,0.0,11652,163,0,10077,0,1.078125,1.859375,9461,0,23.47265625,4.3515625,benign
msedge.exe,173,8,32.0,0.2000441575422846,0.0,11668,54,60,32112,523376,0.046875,0.0625,527,0,16.38671875,7.91796875,benign
msedge.exe,340,22,32.0,2.451363519098614,0.0,11716,64188,66151,5594844,22581877,51.328125,24.40625,284335,0,200.8046875,160.24609375,benign
ApplicationFrameHost.exe,339,2,32.0,0.3906941079246575,0.0,12256,25,0,30577,0,0.296875,0.875,523,0,32.00390625,10.50390625,benign
ShellExperienceHost.exe,729,17,32.0,0.6657011774231929,0.0,12536,131,0,1269223,0,6.734375,7.78125,91350,0,54.53125,13.28515625,benign
powershell.exe,681,15,32.0,0.969892281347444,0.0,12572,154,145,570149,2090,4.296875,3.296875,6846,0,79.44921875,61.69921875,benign
System,3278,126,,0.001764394238156,0.0,4,289,2242,895936,84499054,0.0,1621.453125,3302429,0,0.14453125,0.1953125,benign
Registry,0,4,,0.8822448054087743,0.0,108,485,2231,28171776,63971328,0.0,3.03125,4939,0,72.26953125,3.90625,benign
smss.exe,53,2,,0.0129229956362238,0.0,352,22,32,13220,7486,0.0,0.234375,853,0,1.05859375,1.05859375,benign
svchost.exe,218,1,,0.1167361377028636,0.0,376,0,0,0,0,0.09375,0.25,32,0,9.5625,2.25390625,benign
msedge.exe,207,14,64.0,0.3511621397238103,0.0,420,22,50,64560,7928,0.171875,0.671875,452,0,28.765625,15.421875,benign
csrss.exe,468,10,,0.0617061120046999,0.0,456,220,0,170059,0,0.109375,0.765625,9397,0,5.0546875,1.703125,benign
wininit.exe,165,1,,0.0809237033013723,0.0,532,2,0,9732,0,0.015625,0.125,231,0,6.62890625,1.359375,benign
csrss.exe,634,12,,0.0672854127037338,0.0,540,100982,0,2717760,0,1.265625,89.015625,1639469,0,5.51171875,1.88671875,benign
winlogon.exe,286,4,,0.1300406239851752,0.0,604,4,1,9988,160,0.09375,0.640625,666,0,10.65234375,3.61328125,benign
services.exe,599,6,,0.1058159679586006,0.0,672,27,1,124532,160,0.96875,2.40625,2187,0,8.66796875,4.31640625,benign
lsass.exe,1411,8,,0.2310402725369175,0.0,696,1070,694,88814,118913,1.65625,2.1875,16362,0,18.92578125,7.546875,benign
dwm.exe,964,23,,1.054154027802085,0.0,720,2,0,109516,0,328.5625,291.828125,1292393,0,86.3515625,46.44140625,benign
svchost.exe,1397,16,,0.3916478345398769,0.0,820,136,4,264704,77824,2.921875,9.328125,28395,0,32.08203125,11.703125,benign
fontdrvhost.exe,50,5,,0.0392458502162813,0.0,840,0,0,0,0,0.0,0.09375,1710,0,3.21484375,1.45703125,benign
fontdrvhost.exe,50,5,,0.0498322156452175,0.0,848,0,0,0,0,0.03125,0.140625,4796,0,4.08203125,1.6875,benign
svchost.exe,1222,12,,0.18855175182889,0.0,944,18,0,9216,0,9.265625,10.40625,27441,0,15.4453125,8.34765625,benign
svchost.exe,271,6,,0.0900317924767183,0.0,992,0,0,0,0,0.28125,0.265625,443,0,7.375,2.31640625,benign
svchost.exe,192,7,,0.1357152973457311,0.0,1056,0,0,0,0,0.8125,1.328125,1701,0,11.1171875,2.69140625,benign
svchost.exe,228,2,,0.1294683880160436,0.0,1076,0,0,0,0,0.046875,0.203125,57,0,10.60546875,2.34375,benign
svchost.exe,406,8,,0.1941787388586849,0.0,1164,1379,978,74021840,18963408,0.671875,1.078125,2990,0,15.90625,15.51171875,benign
svchost.exe,398,7,,0.1800635849534367,0.0,1172,1,242,6,4275086,0.484375,1.59375,2196,0,14.75,5.984375,benign
svchost.exe,410,12,,0.170287887147437,0.0,1232,0,0,0,0,1.359375,1.828125,19956,0,13.94921875,3.46484375,benign
svchost.exe,171,2,,0.072435536425919,0.0,1276,0,0,0,0,0.265625,0.59375,8274,0,5.93359375,1.5078125,benign
svchost.exe,244,2,,0.1577940684880619,0.0,1300,192,0,4601344,0,0.0625,0.1875,118,0,12.92578125,3.15234375,benign
svchost.exe,145,1,,0.0986153320136936,0.0,1428,0,0,0,0,0.1875,0.21875,103,0,8.078125,4.15234375,benign
svchost.exe,256,6,,0.1228876743710292,0.0,1448,0,0,0,0,0.703125,1.5,2403,0,10.06640625,2.703125,benign
svchost.exe,180,6,,0.0899364198151964,0.0,1492,34,0,714,0,0.0625,0.109375,235,0,7.3671875,1.984375,benign
svchost.exe,243,3,,0.0709572601723288,0.0,1500,0,0,0,0,0.03125,0.109375,1152,0,5.8125,1.328125,benign
svchost.exe,238,5,,1.1122359786689506,0.0,1508,66,294,51475991,18946855,33.140625,33.5,80395,0,91.109375,86.21484375,benign
svchost.exe,263,1,,0.1424867563137894,0.0,1540,0,0,0,0,0.078125,0.09375,58,0,11.671875,2.0,benign
msedgewebview2.exe,189,12,32.0,0.2243641862303812,0.0,1568,412,777,18248447,27046783,0.40625,0.34375,2334,0,18.37890625,9.6953125,benign
svchost.exe,236,7,,0.0890303795307378,0.0,1612,0,0,0,0,0.1875,0.421875,358,0,7.29296875,2.24609375,benign
svchost.exe,127,1,,0.0824973522164845,0.0,1620,0,0,0,0,0.0,0.078125,49,0,6.7578125,1.40625,benign
MemCompression,0,86,,2.8495443809527443,0.0,1632,0,0,0,0,0.0,17.4375,106616,0,233.421875,0.84375,benign
python.exe,158,1,32.0,0.1571741461881693,0.0,1640,64,0,7188108,0,0.09375,0.046875,104,0,12.875,4.5859375,benign
svchost.exe,168,6,,0.1400547534449797,0.0,1744,394,0,210869,0,0.109375,0.15625,202,0,11.47265625,3.44140625,benign
