pid,name,cpu_percent,memory_percent,num_handles,num_threads,nice,read_count,write_count,read_bytes,write_bytes,cpu_times_user,cpu_times_system,voluntary_ctx_switches,involuntary_ctx_switches,memory_rss,memory_vms
2320,msedge.exe,0.0,0.6008224468376203,334,19,32.0,1292,2387,4261391,2061762,0.53125,0.28125,3255,0,42.28515625,14.4296875
2404,svchost.exe,0.0,0.25148512763244874,374,9,0.0,0,0,0,0,0.4375,0.328125,1295,0,17.69921875,3.0625
2476,svchost.exe,0.0,0.13165365763499634,164,4,0.0,0,0,0,0,0.0625,0.09375,292,0,9.265625,1.546875
2504,svchost.exe,0.0,0.1379810256663579,233,7,0.0,0,0,0,0,0.453125,0.546875,731,0,9.7109375,2.1953125
2536,pet.exe,0.0,0.09491052047042317,62,1,32.0,16,254,14513,38877,0.046875,0.109375,76,0,6.6796875,1.38671875
2544,Code.exe,0.0,1.5359963412271875,348,24,32.0,261,1235,2025991,5266440,1.203125,0.6875,13891,0,108.1015625,91.890625
2572,svchost.exe,0.0,0.1702839045633089,208,4,0.0,0,0,0,0,0.21875,0.140625,88,0,11.984375,2.11328125
2640,svchost.exe,0.0,0.13564989007585626,189,5,0.0,0,0,0,0,0.375,0.359375,186,0,9.546875,1.83203125
2696,svchost.exe,0.0,0.33224232487482636,348,10,0.0,285053,49662,107387833,15523016,13.453125,7.171875,10369,0,23.3828125,13.45703125
2740,svchost.exe,0.0,0.17067242716172587,442,7,0.0,0,0,0,0,0.109375,0.234375,165,0,12.01171875,2.453125
2812,svchost.exe,0.0,0.25154063086079403,234,4,0.0,7,0,1573376,0,0.125,0.28125,1329,0,17.703125,2.5625
2848,svchost.exe,0.0,0.15801769109900277,335,10,0.0,1,0,5199,0,0.125,0.09375,113,0,11.12109375,2.64453125
2924,powershell.exe,0.0,0.7771007000622191,496,9,32.0,113,49,297746,1078,2.765625,8.3125,235997,0,54.69140625,53.58203125
2932,spoolsv.exe,0.0,0.24748889519158884,431,7,0.0,2,2,232,320,0.109375,0.234375,1045,0,17.41796875,5.26953125
2976,svchost.exe,0.0,0.26791408322265065,452,16,0.0,1,2,116,32928,1.015625,1.765625,1394,0,18.85546875,10.46484375
2996,svchost.exe,0.0,0.1376480062962862,180,5,0.0,215,146,13440,17004,0.125,0.0625,101,0,9.6875,1.76953125
3076,Notepad.exe,0.0,2.169177170190104,1655,28,32.0,7820,11553,516331,106909,35.65625,34.46875,269222,0,152.6640625,72.35546875
3084,svchost.exe,0.0,0.20264228668860523,395,6,0.0,1,1,116,160,0.203125,0.109375,1075,0,14.26171875,2.80859375
3096,svchost.exe,0.0,0.7996905139987468,874,15,0.0,374,2056,13674155,7180745,7.859375,6.5625,31723,0,56.28125,25.38671875
3104,svchost.exe,0.0,0.45612553054148397,403,20,0.0,1335,4391,50660854,21527838,6.1875,9.125,22717,0,32.1015625,25.234375
3196,svchost.exe,0.0,0.1625134525949702,215,6,0.0,285,191,19968,39580,0.140625,0.1875,2059,0,11.4375,2.25
3204,svchost.exe,0.0,0.09885124968293782,133,3,0.0,44,0,22528,0,0.03125,0.03125,520,0,6.95703125,1.26171875
3216,svchost.exe,0.0,0.2523176760576279,367,11,0.0,1765,66,14183940,1683136,2.21875,1.78125,511,0,17.7578125,6.0390625
3224,svchost.exe,0.0,0.13281922543024713,131,1,0.0,0,0,0,0,0.015625,0.078125,175,0,9.34765625,1.609375
3232,svchost.exe,0.0,0.342399415662012,402,7,0.0,738,4564,3025376,9499720,0.25,0.46875,1782,0,24.09765625,4.3125
3288,MsMpEng.exe,0.0,3.879953177476568,1042,30,0.0,833675,3384,62090368215,355687600,1116.234375,1918.625,3789551,0,273.06640625,320.78125
3300,Taskmgr.exe,2.7,1.6705916699644836,1054,28,32.0,304,2,1008204,16110,4.546875,6.984375,61262,0,117.57421875,45.9453125
3376,backgroundTaskHost.exe,0.0,1.0034983684826029,814,11,32.0,334,14,2418315,16899,1.046875,1.328125,5365,0,70.625,24.15234375
3588,MpDefenderCoreService.exe,0.0,0.3334633958984224,491,9,0.0,683,27,5115419,41499,0.6875,1.21875,556,0,23.46875,10.265625
3700,msedge.exe,0.0,1.5897234662654154,436,18,64.0,1591,2132,2266120,3426087,3.296875,0.5625,8258,0,111.8828125,66.5
3712,msedge.exe,0.0,0.4341462521167544,330,18,32768.0,83,49,35081,75624,0.0,0.109375,342,0,30.5546875,12.05078125
3868,svchost.exe,0.0,0.280013787001921,315,6,0.0,163,222,641772,493976,2.328125,4.3125,1658,0,19.70703125,3.6015625
3936,svchost.exe,0.0,0.5568083867598159,547,4,32.0,116,1365,576336,2935548,0.890625,0.90625,231,0,39.1875,8.0078125
3980,svchost.exe,0.0,0.10157090787185637,106,2,32.0,0,0,0,0,0.078125,0.046875,72,0,7.1484375,1.21484375
4168,msedgewebview2.exe,0.0,0.5772890780192229,385,19,32768.0,1284,737,596440,309008,0.15625,0.3125,12521,0,40.62890625,15.96484375
4328,taskhostw.exe,0.0,0.2958877103086701,329,8,32.0,29,705,1777664,14770176,0.75,0.859375,1926,0,20.82421875,5.9453125
4452,msedgewebview2.exe,0.0,0.272187831805237,175,10,32.0,372,647,8419202,11150501,0.171875,0.09375,1664,0,19.15625,9.44921875
4548,svchost.exe,0.0,0.3206421501506635,1000,12,0.0,9,6,58888,373260,1.703125,3.0625,3740,0,22.56640625,6.1328125
4632,msedgewebview2.exe,0.0,1.8204503864967307,354,16,64.0,3329,4456,16320684,9108955,7.171875,1.609375,21102,0,128.12109375,83.1640625
4672,AggregatorHost.exe,0.0,0.19098660873609713,182,2,0.0,58,42,10728728,6516,0.453125,0.46875,389,0,13.44140625,3.3125
4680,Code.exe,0.0,2.7318688991545192,375,22,32.0,12949,9278,27902367,36565205,4.703125,1.8125,56961,0,192.265625,180.34375
4768,svchost.exe,0.0,0.34350948022891753,324,6,0.0,2,0,20324,0,0.328125,0.34375,451,0,24.17578125,3.56640625
4828,OpenConsole.exe,0.0,0.16284647196504184,167,5,32.0,52,27,363,538,0.046875,0.015625,2271,0,11.4609375,2.35546875
4856,svchost.exe,0.0,0.4056175927472821,480,8,32.0,70,1263,242034,2605227,0.890625,0.703125,503,0,28.546875,6.703125
4864,chrome.exe,0.0,0.30915298188319124,265,10,32.0,1232,1315,105288,222096,0.4375,0.5625,13785,0,21.7578125,7.94140625
4880,sihost.exe,0.0,0.6779719342375549,740,14,32.0,226,0,149272,0,4.296875,7.75,18742,0,47.71484375,7.640625
4948,svchost.exe,0.0,0.37137210085824646,319,13,0.0,15,0,22258,0,7.25,5.265625,7353,0,26.13671875,4.7109375
5024,svchost.exe,0.0,0.2113007903104684,184,6,0.0,522,0,252841,0,0.078125,0.0,188,0,14.87109375,3.5390625
5052,RuntimeBroker.exe,0.0,0.6194715315616333,463,4,32.0,15,2,92459,248,0.828125,1.03125,741,0,43.59765625,9.18359375
5092,svchost.exe,0.0,0.2549263277898559,204,3,0.0,13,0,236419,0,0.265625,0.375,131,0,17.94140625,2.85546875
5172,msedgewebview2.exe,0.0,0.5330530050280374,325,17,32.0,2000,3682,4309388,1979479,0.796875,0.734375,5071,0,37.515625,12.15625
5208,svchost.exe,0.0,0.31603538219800553,422,9,0.0,28,6,11803,15858,0.265625,0.5,309,0,22.2421875,4.95703125
5324,conhost.exe,0.0,0.1122275277141495,111,5,32.0,3,2,3,158,0.015625,0.0,185,0,7.8984375,1.29296875
5384,explorer.exe,2.5,3.8902767779487895,5132,94,32.0,17505,804,4964972,317462,68.671875,59.5625,1297702,0,273.79296875,166.390625
5412,svchost.exe,0.0,0.14242128393398001,227,6,0.0,0,0,0,0,0.078125,0.0625,159,0,10.0234375,2.234375
5448,SearchIndexer.exe,0.0,0.44408132999055894,741,18,0.0,199107,7635,700159098,16107168,6.109375,4.96875,33580,0,31.25390625,15.46484375
5588,svchost.exe,0.0,0.1358163997608921,135,2,0.0,0,0,0,0,0.109375,0.171875,94,0,9.55859375,1.61328125
5684,Code.exe,0.0,0.6811356182532357,343,15,32.0,481,1012,1132837,493488,0.359375,0.1875,4122,0,47.9375,13.43359375
5700,ShellHost.exe,0.0,0.5450972055789625,404,7,32.0,1,0,512,0,0.203125,0.390625,3203,0,38.36328125,6.48828125
5712,svchost.exe,0.0,0.17477966605927633,186,3,0.0,427,1,18284,28672,0.140625,0.265625,45,0,12.30078125,2.21875
5832,ApplicationFrameHost.exe,0.0,0.4707228795962917,289,2,32.0,2,0,18950,0,0.140625,0.34375,52,0,33.12890625,5.10546875
5880,CrossDeviceResume.exe,0.0,0.6275750029000436,440,5,32.0,13,0,41226,0,0.359375,0.65625,2046,0,44.16796875,8.2578125
6112,svchost.exe,0.0,0.20258678346025993,252,2,32.0,1,0,6676,0,0.109375,0.109375,79,0,14.2578125,2.7109375
6164,msedge.exe,0.0,0.13787001920966732,159,8,32.0,24,15,7161,180,0.015625,0.0,110,0,9.703125,2.1328125
6296,svchost.exe,0.0,0.44491387841573804,477,11,0.0,82,27,1154438,1920,1.09375,0.65625,6436,0,31.3125,9.0625
6356,svchost.exe,0.0,0.39990076022771864,328,5,32.0,0,0,0,0,0.375,0.515625,4910,0,28.14453125,4.05078125
6416,RuntimeBroker.exe,0.0,0.18138455023236427,155,3,32.0,1,0,6300,0,0.109375,0.171875,337,0,12.765625,2.28515625
6444,msedgewebview2.exe,0.0,1.555366967919689,1289,50,32.0,7438,3165,25349712,12094129,1.75,2.59375,18431,0,109.46484375,41.3125
6528,python.exe,54.1,1.004552929821163,163,9,32.0,931,0,13623115,0,0.6875,6.609375,10488,0,70.69921875,147.7578125
6636,msedge.exe,0.0,0.2893938325922727,177,11,32.0,139,150,162781,71459,0.03125,0.03125,570,0,20.3671875,8.83203125
6652,SearchHost.exe,0.0,2.034359828539427,1637,38,32.0,59735,55841,17853517,9514427,14.359375,13.40625,265782,0,143.17578125,51.109375
6668,StartMenuExperienceHost.exe,0.0,1.9436120501948997,1222,25,32.0,3477,313,19485785,98688,7.0,4.984375,48163,0,136.7890625,55.83203125
6844,svchost.exe,0.0,0.120553011965941,139,3,0.0,1,0,4503,0,0.03125,0.015625,242,0,8.484375,1.640625
6864,RuntimeBroker.exe,0.0,0.3493928224335168,208,3,32.0,16,0,22122,0,0.328125,0.25,473,0,24.58984375,6.40234375
6880,svchost.exe,0.0,0.3604379648742269,341,7,32.0,15,0,53546,0,0.75,0.78125,1107,0,25.3671875,4.18359375
6944,Widgets.exe,0.0,0.9123620675396584,806,13,32.0,1308,1297,1281918,8435569,2.21875,3.75,5834,0,64.2109375,12.24609375
7040,smartscreen.exe,0.0,0.1806075050355304,183,7,32.0,0,0,0,0,0.03125,0.03125,176,0,12.7109375,2.6796875
7052,svchost.exe,0.0,0.17971945338200596,210,5,0.0,62,83,311296,1658880,0.078125,0.140625,355,0,12.6484375,6.46875
7172,chrome.exe,0.0,2.522843741206207,544,16,64.0,66134,94935,177641713,138751913,92.421875,12.015625,502155,0,177.5546875,239.265625
7252,chrome.exe,0.0,0.9226856680118798,332,15,64.0,3845,3977,2472451,1740113,1.90625,1.03125,30076,0,64.9375,39.234375
7352,msedgewebview2.exe,0.0,1.7635595774428219,1303,47,32.0,31997,27048,87108607,71094482,5.09375,6.578125,120309,0,124.1171875,44.3125
7460,msedgewebview2.exe,0.0,0.11905442480061852,151,7,32.0,16,7,6317,84,0.03125,0.078125,412,0,8.37890625,2.1015625
7696,Code.exe,0.0,1.40012443823795,325,24,32.0,188,851,1249870,3607944,1.25,1.046875,42377,0,98.5390625,82.95703125
7768,ctfmon.exe,0.0,0.5351066244768127,624,12,128.0,1,0,16361,0,10.359375,21.671875,880398,0,37.66015625,10.81640625
7860,msedgewebview2.exe,0.0,0.5555873157362198,356,18,32.0,9326,20301,8190552,10078886,2.734375,1.828125,28602,0,39.1015625,13.41796875
7868,msedgewebview2.exe,0.0,0.622635215577314,386,23,32768.0,9399,6973,7239957,966064,0.578125,1.640625,28188,0,43.8203125,15.33984375
7944,msedgewebview2.exe,0.0,0.26885763810452035,175,10,32.0,1993,1455,6634040,7598372,0.1875,0.21875,5033,0,18.921875,9.2578125
8016,svchost.exe,0.0,0.22900632015261166,188,5,32.0,1,0,6729,0,0.15625,0.125,319,0,16.1171875,2.3203125
8052,msedgewebview2.exe,0.0,2.004443588461323,336,18,32.0,75529,93100,26769669,32148884,20.984375,5.296875,293762,0,141.0703125,103.51953125
8064,ShellExperienceHost.exe,0.0,0.9971154972228959,876,22,32.0,27,0,208822,0,1.453125,0.984375,13942,0,70.17578125,22.69921875
8096,LockApp.exe,0.0,0.9792434576957169,822,12,32.0,11,37,1856,260268,0.9375,0.53125,2749,0,68.91796875,17.01953125
8120,python.exe,0.0,0.350225370858696,166,5,32.0,160,82,1913490,119006,0.671875,0.484375,20407,0,24.6484375,14.9375
8204,msedge.exe,0.0,2.2713031103454133,1526,56,32.0,4028,2731,18893439,16762869,1.609375,1.125,16008,0,159.8515625,56.16796875
8240,svchost.exe,0.0,0.19803551873594727,198,2,0.0,7,0,81547,0,0.203125,0.25,58,0,13.9375,2.44140625
8260,OpenConsole.exe,0.0,0.16684270440590176,168,5,32.0,309,389,3598,7995,0.015625,0.140625,6450,0,11.7421875,2.328125
8268,svchost.exe,0.0,0.209413680546729,256,9,0.0,3,1,529732,160,0.28125,0.375,208,0,14.73828125,3.45703125
8364,RuntimeBroker.exe,0.0,0.3295226666859078,245,4,32.0,5,0,15503,0,0.234375,0.171875,779,0,23.19140625,3.23828125
8452,svchost.exe,0.0,0.20458489968068994,238,10,0.0,57,2,88568,131072,0.40625,0.203125,411,0,14.3984375,3.00390625
8528,OpenConsole.exe,0.0,0.26352932818337377,289,7,32.0,3157,4587,74536,115585,0.546875,1.078125,49099,0,18.546875,3.046875
8580,SecurityHealthService.exe,0.0,0.32646998912691755,505,12,0.0,198,9,2468406,206744,1.078125,1.25,6166,0,22.9765625,7.80078125
8632,SecurityHealthSystray.exe,0.0,0.180329988893804,184,1,32.0,1,0,7057,0,0.078125,0.15625,582,0,12.69140625,1.8125
8704,chrome.exe,0.0,0.27168830275012945,208,11,32.0,2107,2832,1260130,883731,0.71875,0.265625,16864,0,19.12109375,9.8046875
8724,cmd.exe,0.0,0.07337526787245581,74,3,32.0,0,0,0,0,0.0,0.0,162,0,5.1640625,3.98828125
8932,NisSrv.exe,0.0,0.18238360834257925,212,4,0.0,1,0,4253,0,0.40625,0.4375,1886,0,12.8359375,4.15625
9028,svchost.exe,0.0,0.22673068779045535,262,3,0.0,1,0,10355,0,0.21875,0.359375,59,0,15.95703125,2.859375
9112,powershell.exe,0.0,0.9764682962784531,1039,9,32.0,262,2078,838787,31569,3.359375,6.34375,173291,0,68.72265625,60.390625
9152,powershell.exe,0.0,0.7917535523453721,496,9,32.0,113,49,297746,1078,3.078125,7.71875,221932,0,55.72265625,53.45703125
9156,conhost.exe,0.0,0.09496602369876844,99,2,32.0,0,0,0,0,0.015625,0.015625,77,0,6.68359375,1.1171875
9268,chrome.exe,0.0,0.7474064728974961,438,20,32768.0,64189,56877,189490409,7515808,20.015625,9.765625,618603,0,52.6015625,99.171875
9412,powershell.exe,0.0,0.8622426523438735,739,9,32.0,129,231,298665,4635,2.515625,6.53125,184508,0,60.68359375,55.96484375
9448,Code.exe,0.0,5.56630776429111,259,15,32.0,10191,528,64514630,208310,13.609375,3.53125,41798,0,391.75,403.66796875
9520,OpenConsole.exe,0.0,0.16240244613827962,164,5,32.0,34,21,251,478,0.03125,0.03125,2406,0,11.4296875,2.28515625
9676,conhost.exe,0.0,0.13975712897340675,146,6,32.0,3,0,9,0,0.03125,0.0,53,0,9.8359375,1.44921875
9768,OneDrive.exe,0.0,1.854029839645623,1186,37,32.0,1141,14509,15243320,5293824,7.375,8.390625,19518,0,130.484375,67.27734375
9864,Code.exe,0.0,1.43620153666238,331,22,32.0,2327,890,24591500,4250388,1.90625,1.015625,22367,0,101.078125,80.50390625
10156,chrome.exe,0.0,2.6397335401013597,1708,44,32.0,349034,131051,883996171,374609531,35.609375,32.078125,827070,0,185.78125,93.609375
10340,UserOOBEBroker.exe,0.0,0.15518702645339366,155,6,32.0,1,0,5496,0,0.09375,0.125,105,0,10.921875,1.87890625
10536,svchost.exe,0.0,0.3725931718818425,263,17,0.0,41,18,165991,129051,2.4375,3.1875,118295,0,26.22265625,16.0546875
10576,svchost.exe,0.0,0.13981263220175202,216,5,0.0,2,1,4967,160,0.015625,0.0625,502,0,9.83984375,1.859375
10600,OneDrive.Sync.Service.exe,0.0,0.6978975932135092,539,16,32.0,375,1106,1781723,424080,0.796875,0.859375,1406,0,49.1171875,37.66796875
10620,Code.exe,0.0,3.4752236363828106,466,15,64.0,32707,27422,72003044,103898129,15.265625,2.796875,145346,0,244.58203125,214.7734375
10656,svchost.exe,0.0,0.12021999259586934,154,5,0.0,1,0,5779,0,0.078125,0.171875,53,0,8.4609375,1.578125
10816,Code.exe,0.0,0.4520737948722787,232,7,32.0,32,10,7532,120,0.03125,0.0625,290,0,31.81640625,10.68359375
10848,FileCoAuth.exe,0.0,0.504080319831803,477,10,32.0,500,657,268236,145002,0.390625,0.296875,1869,0,35.4765625,13.4296875
11004,WindowsTerminal.exe,0.0,1.643395088075298,1258,28,32.0,134566,4171,3009403,72788,65.65625,49.28125,387855,0,115.66015625,49.74609375
11084,chrome.exe,0.0,0.39268534054283266,234,14,64.0,338,330,90688,120344,0.109375,0.21875,3178,0,27.63671875,18.5546875
11152,svchost.exe,0.0,0.13182016732003216,222,6,0.0,1,0,6010,0,0.078125,0.25,76,0,9.27734375,1.95703125
11436,audiodg.exe,0.0,0.2215688875543446,240,5,32.0,0,0,0,0,0.046875,0.015625,448,0,15.59375,6.21484375
11744,OpenConsole.exe,0.0,0.2814013677105529,297,14,32.0,32,9,7878,191,0.015625,0.09375,595,0,19.8046875,3.30078125
12144,msedge.exe,0.0,0.4511302399904091,211,14,64.0,46,69,75984,10248,0.0625,0.03125,612,0,31.75,16.19140625
0,System Idle Process,281.7,0.0001110064566905534,0,12,0.0,0,0,0,0,0.0,58561.87499999999,18565502,0,0.0078125,0.05859375
4,System,6.3,0.0023866388188468982,3855,156,0.0,542,2399,654472,127256984,0.0,700.734375,4937189,0,0.16796875,0.0390625
124,Registry,0.0,0.8773950336821341,0,4,0.0,4,4294,2048,81481728,0.0,2.0,7711,0,61.75,6.05859375
472,smss.exe,0.0,0.020591697716097656,58,2,0.0,24,13,2795354,24740,0.0625,0.265625,1427,0,1.44921875,1.140625
512,fontdrvhost.exe,0.0,0.05394913795160896,43,5,0.0,0,0,0,0,0.015625,0.015625,1462,0,3.796875,1.3984375
516,fontdrvhost.exe,0.0,0.06826897086469035,43,5,0.0,0,0,0,0,0.03125,0.09375,3941,0,4.8046875,1.7734375
648,csrss.exe,0.0,0.09929527550970002,525,11,0.0,387,0,301701,0,0.515625,1.953125,38840,0,6.98828125,1.96875
720,wininit.exe,0.0,0.12732440582406476,160,2,0.0,2,0,36868,0,0.03125,0.203125,591,0,8.9609375,1.4921875
728,csrss.exe,0.0,0.10417955960408437,683,14,0.0,23240,0,705702,0,0.734375,17.71875,398662,0,7.33203125,2.16796875
792,winlogon.exe,0.0,0.22750773298728919,290,3,0.0,3,1,365824,160,0.0625,0.265625,1374,0,16.01171875,2.47265625
868,services.exe,0.0,0.14586248409138716,631,9,0.0,3,1,1140,160,3.234375,4.59375,5738,0,10.265625,4.79296875
888,lsass.exe,0.0,0.4138875737707283,1612,11,0.0,838,302,716934,314630,84.953125,84.953125,716308,0,29.12890625,8.65234375
964,svchost.exe,0.0,0.24343715952238362,1242,16,0.0,33,0,16896,0,12.65625,10.890625,32795,0,17.1328125,7.45703125
968,svchost.exe,0.0,0.2189602358221166,260,5,0.0,33,0,16896,0,0.46875,0.359375,236,0,15.41015625,2.3984375
976,msedgewebview2.exe,0.0,0.1193874441706902,151,7,32.0,19,10,6431,120,0.03125,0.046875,151,0,8.40234375,2.09765625
1016,svchost.exe,0.0,0.5796202136097246,1273,17,0.0,111,11,1316268,204800,5.421875,7.90625,13042,0,40.79296875,12.10546875
1032,svchost.exe,0.0,0.18610232464171278,324,7,0.0,0,0,0,0,0.6875,0.796875,2369,0,13.09765625,2.78515625
1096,chrome.exe,0.0,0.7338081819529033,365,16,32.0,38578,133856,33894489,124211463,20.078125,14.625,164679,0,51.64453125,22.26171875
1132,dwm.exe,35.1,1.982020284209831,1407,30,0.0,117504,0,3253096,0,176.140625,84.140625,1165429,0,139.4921875,110.0078125
1156,svchost.exe,0.0,0.14253229039067056,202,5,0.0,9,0,18432,0,0.15625,0.25,480,0,10.03125,2.10546875
1164,svchost.exe,0.0,0.36199205526789463,364,9,0.0,1911,356,52484312,5776916,69.46875,60.5625,495916,0,25.4765625,5.35546875
1232,svchost.exe,0.0,0.09485501724207789,117,4,0.0,0,0,0,0,0.015625,0.03125,147,0,6.67578125,1.33203125
1272,MemCompression,0.0,3.889222216610229,0,26,0.0,0,0,0,0,0.0,25.578125,225632,0,273.71875,0.83984375
1352,svchost.exe,0.0,0.17899791141351737,218,3,0.0,0,0,0,0,0.21875,0.125,88,0,12.59765625,2.5859375
1364,svchost.exe,0.0,0.2101907257435629,262,3,0.0,0,0,0,0,0.140625,0.25,65,0,14.79296875,2.05859375
1416,Code.exe,0.0,0.7752690935268249,371,16,32768.0,12590,12091,96298401,1422160,0.96875,1.375,46158,0,54.5625,15.63671875
1428,svchost.exe,0.0,0.13309674157197354,175,5,0.0,0,0,0,0,0.078125,0.09375,431,0,9.3671875,1.8203125
1472,svchost.exe,0.0,0.10956337275357621,141,4,0.0,0,0,0,0,0.359375,0.234375,150,0,7.7109375,4.66015625
1520,svchost.exe,0.0,0.1112839728322798,186,4,0.0,0,0,0,0,0.1875,0.140625,8828,0,7.83203125,1.78515625
1532,svchost.exe,0.0,0.2743524577107027,1008,8,0.0,1,1,116,160,1.59375,2.109375,1052,0,19.30859375,4.8671875
1560,svchost.exe,0.0,0.13570539330420153,184,6,0.0,3,2,4746,276,0.03125,0.03125,107,0,9.55078125,1.80078125
1580,chrome.exe,0.0,0.34961483534689797,401,9,32.0,738,753,95168,246800,0.421875,0.265625,11855,0,24.60546875,10.3203125
1600,svchost.exe,0.0,0.151246297240879,181,3,0.0,148,0,3056,0,0.09375,0.109375,537,0,10.64453125,1.8828125
1624,svchost.exe,0.0,0.18482575038977142,263,11,0.0,0,0,0,0,1.703125,2.296875,4238,0,13.0078125,2.5859375
1680,svchost.exe,0.0,0.24560178542784944,435,8,0.0,737,2190,29397120,9283584,0.90625,1.96875,4846,0,17.28515625,13.6484375
1756,svchost.exe,0.0,0.27290937377372554,223,6,0.0,2,0,1024,0,0.15625,0.421875,342,0,19.20703125,2.73046875
1776,svchost.exe,0.0,1.5049145333538325,247,5,0.0,3017,16727,190091009,48964033,197.453125,90.078125,207858,0,105.9140625,92.27734375
1804,svchost.exe,0.0,0.1379810256663579,175,6,0.0,35,0,754,0,0.1875,0.125,511,0,9.7109375,1.9453125
1812,svchost.exe,0.0,0.1062331790528596,252,4,0.0,0,0,0,0,0.203125,0.21875,5178,0,7.4765625,1.3515625
1900,svchost.exe,0.0,0.15968278794936108,319,11,0.0,2,0,824,0,1.578125,2.046875,3947,0,11.23828125,3.22265625
1908,svchost.exe,0.0,0.12382770243831231,126,4,0.0,0,0,0,0,0.078125,0.109375,72,0,8.71484375,1.46875
1968,chrome.exe,0.0,0.11450316007630583,179,7,32.0,96,95,8813,1140,0.046875,0.015625,355,0,8.05859375,2.15234375
2004,powershell.exe,0.0,0.8414844449427401,504,9,32.0,110,2,323739,120,1.015625,2.53125,67880,0,59.22265625,51.7421875
2072,svchost.exe,0.0,0.22856229432584946,339,7,0.0,1,109,6,6407164,1.453125,1.84375,2835,0,16.0859375,5.6328125
2104,svchost.exe,0.0,0.14208826456390836,183,8,0.0,0,0,0,0,1.0,0.5,3079,0,10.0,1.98828125
2112,svchost.exe,0.0,0.15663011039037086,195,4,0.0,0,0,0,0,0.140625,0.15625,168,0,11.0234375,1.9140625
2160,conhost.exe,0.0,0.1259923283437781,139,2,32.0,197,0,898,0,0.015625,0.03125,151,0,8.8671875,1.3671875
2224,Code.exe,0.0,1.749572763899812,1054,55,32.0,12977,8706,52850934,18934699,4.640625,4.296875,88545,0,123.1328125,97.3359375
2320,msedge.exe,0.0,0.6008224468376203,334,19,32.0,1292,2387,4261391,2061762,0.53125,0.28125,3260,0,42.28515625,14.4296875
2404,svchost.exe,0.0,0.25148512763244874,374,9,0.0,0,0,0,0,0.4375,0.328125,1296,0,17.69921875,3.0625
2476,svchost.exe,0.0,0.13193117377672273,164,5,0.0,0,0,0,0,0.0625,0.09375,293,0,9.28515625,1.6015625
2504,svchost.exe,0.0,0.1379810256663579,233,7,0.0,0,0,0,0,0.453125,0.546875,732,0,9.7109375,2.1953125
2536,pet.exe,0.0,0.09491052047042317,62,1,32.0,16,254,14513,38877,0.046875,0.109375,76,0,6.6796875,1.38671875
2544,Code.exe,0.0,1.5356633218571158,348,24,32.0,261,1237,2025991,5275168,1.203125,0.71875,13920,0,108.078125,91.87109375
2572,svchost.exe,0.0,0.1702839045633089,208,4,0.0,0,0,0,0,0.21875,0.140625,90,0,11.984375,2.11328125
2640,svchost.exe,0.0,0.13564989007585626,189,5,0.0,0,0,0,0,0.375,0.359375,188,0,9.546875,1.83203125
2696,svchost.exe,0.0,0.33224232487482636,348,10,0.0,285053,49662,107387833,15523016,13.453125,7.171875,10371,0,23.3828125,13.45703125
2740,svchost.exe,0.0,0.17067242716172587,442,7,0.0,0,0,0,0,0.109375,0.234375,166,0,12.01171875,2.453125
2812,svchost.exe,0.0,0.2517626437741751,234,5,0.0,7,0,1573376,0,0.125,0.28125,1330,0,17.71875,2.61328125
2848,svchost.exe,0.0,0.15801769109900277,335,10,0.0,1,0,5199,0,0.125,0.09375,113,0,11.12109375,2.64453125
2924,powershell.exe,0.0,0.7771007000622191,496,9,32.0,113,49,297746,1078,2.765625,8.3125,236071,0,54.69140625,53.58203125
2932,spoolsv.exe,0.0,0.24748889519158884,431,7,0.0,2,2,232,320,0.109375,0.234375,1045,0,17.41796875,5.26953125
2976,svchost.exe,0.0,0.26791408322265065,452,16,0.0,1,2,116,32928,1.015625,1.765625,1395,0,18.85546875,10.46484375
2996,svchost.exe,0.0,0.1376480062962862,180,5,0.0,215,146,13440,17004,0.125,0.0625,102,0,9.6875,1.76953125
3076,Notepad.exe,0.0,2.169177170190104,1655,28,32.0,7820,11553,516331,106909,35.65625,34.46875,269231,0,152.6640625,72.35546875
3084,svchost.exe,0.0,0.20264228668860523,395,6,0.0,1,1,116,160,0.203125,0.109375,1076,0,14.26171875,2.80859375
3096,svchost.exe,0.0,0.796526829983066,874,15,0.0,374,2056,13674155,7180745,7.859375,6.5625,31737,0,56.05859375,25.1640625
3104,svchost.exe,0.0,0.4561810337698292,403,20,0.0,1335,4391,50660854,21527838,6.1875,9.125,22758,0,32.10546875,25.23828125
3196,svchost.exe,0.0,0.1625134525949702,215,6,0.0,285,191,19968,39580,0.140625,0.1875,2060,0,11.4375,2.25
3204,svchost.exe,0.0,0.09885124968293782,133,3,0.0,44,0,22528,0,0.03125,0.03125,521,0,6.95703125,1.26171875
3216,svchost.exe,0.0,0.2523176760576279,367,11,0.0,1765,66,14183940,1683136,2.21875,1.78125,514,0,17.7578125,6.0390625
3224,svchost.exe,0.0,0.13304123834362824,131,2,0.0,0,0,0,0,0.015625,0.078125,183,0,9.36328125,1.66015625
3232,svchost.exe,0.0,0.342399415662012,402,7,0.0,738,4564,3025376,9499720,0.25,0.46875,1783,0,24.09765625,4.3125
3288,MsMpEng.exe,0.0,3.828279671887115,1040,30,0.0,833675,3384,62090368215,355687600,1116.28125,1918.640625,3793029,0,269.4296875,320.80078125
